epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,895.462,1.53445,1.09498,1.25157,0.73625,0.70084,0.76379,0.40447,1.53911,1.15618,1.30759,0.00113889,0.00113889,0.00113889
34,919.33,1.49464,1.08628,1.24579,0.75352,0.67884,0.75662,0.38676,1.56538,1.12014,1.3113,0.00112239,0.00112239,0.00112239
35,944.718,1.50641,1.08718,1.26241,0.77271,0.69398,0.77507,0.40627,1.57668,1.08986,1.32805,0.00110589,0.00110589,0.00110589
36,970.567,1.49718,1.06334,1.2542,0.74013,0.7311,0.77499,0.40123,1.54349,1.08228,1.30219,0.00108938,0.00108938,0.00108938
37,994.545,1.48643,1.05855,1.24437,0.74142,0.71595,0.76881,0.3996,1.56142,1.14102,1.32353,0.00107288,0.00107288,0.00107288
38,1021.27,1.48506,1.05765,1.24291,0.75823,0.71151,0.78091,0.40439,1.58677,1.07381,1.3199,0.00105638,0.00105638,0.00105638
39,1045.25,1.48716,1.04559,1.24026,0.76245,0.72798,0.79618,0.41671,1.53526,1.04863,1.29818,0.00103987,0.00103987,0.00103987
40,1069.65,1.48019,1.05847,1.24014,0.76961,0.71891,0.79487,0.41798,1.54064,1.06708,1.2993,0.00102337,0.00102337,0.00102337
41,1097.63,1.49285,1.06085,1.252,0.76147,0.7099,0.78233,0.40743,1.54099,1.06569,1.30099,0.00100687,0.00100687,0.00100687
42,1122.11,1.49065,1.04089,1.24678,0.7511,0.7001,0.74794,0.37411,1.5637,1.16706,1.30767,0.000990365,0.000990365,0.000990365
43,1146.42,1.46567,1.04246,1.23615,0.74537,0.71935,0.78138,0.41287,1.55333,1.0656,1.31107,0.000973861,0.000973861,0.000973861
44,1173.89,1.47274,1.03013,1.22669,0.76995,0.69943,0.78106,0.41743,1.55053,1.11352,1.31,0.000957358,0.000957358,0.000957358
45,1197.93,1.46483,1.02028,1.22473,0.78569,0.68956,0.77329,0.40464,1.57602,1.10985,1.30618,0.000940855,0.000940855,0.000940855
46,1223.53,1.44506,0.99968,1.20717,0.73937,0.72752,0.78223,0.41261,1.55894,1.06314,1.30074,0.000924352,0.000924352,0.000924352
47,1249.97,1.424,1.01533,1.21641,0.75723,0.7037,0.78185,0.41191,1.57249,1.08158,1.32208,0.000907848,0.000907848,0.000907848
48,1274.53,1.43951,0.98634,1.22124,0.77389,0.72615,0.79437,0.41985,1.55295,1.05069,1.29915,0.000891345,0.000891345,0.000891345
49,1302.85,1.44169,1.00062,1.20715,0.73553,0.7765,0.79957,0.42535,1.5391,1.00105,1.27814,0.000874842,0.000874842,0.000874842
50,1326.51,1.43012,0.97039,1.20696,0.78247,0.72378,0.79233,0.41579,1.56173,1.02474,1.31388,0.000858338,0.000858338,0.000858338
51,1350.96,1.41466,0.96827,1.19715,0.7503,0.72908,0.7837,0.42507,1.53343,1.04785,1.29526,0.000841835,0.000841835,0.000841835
52,1378.61,1.41529,0.98267,1.21369,0.75221,0.74507,0.79843,0.43065,1.51106,0.99631,1.285,0.000825332,0.000825332,0.000825332
53,1402.28,1.41023,0.9442,1.20329,0.74955,0.74951,0.79325,0.4193,1.57599,1.03325,1.30342,0.000808828,0.000808828,0.000808828
54,1427.65,1.40116,0.95055,1.19064,0.77049,0.72836,0.79241,0.42913,1.5357,1.02203,1.28823,0.000792325,0.000792325,0.000792325
55,1453.47,1.40216,0.93671,1.18723,0.76869,0.7447,0.81035,0.43803,1.54097,0.98853,1.29834,0.000775822,0.000775822,0.000775822
56,1477.35,1.4248,0.95441,1.21061,0.7561,0.73735,0.79291,0.4245,1.52917,0.99857,1.30297,0.000759318,0.000759318,0.000759318
57,1505,1.3906,0.92131,1.17881,0.76809,0.75147,0.79832,0.4333,1.50842,1.00582,1.27622,0.000742815,0.000742815,0.000742815
58,1529.44,1.38246,0.91284,1.18369,0.77259,0.73801,0.7926,0.42165,1.51766,1.00447,1.28694,0.000726312,0.000726312,0.000726312
59,1553.82,1.38757,0.94412,1.18623,0.76204,0.75799,0.79048,0.43119,1.49221,0.98638,1.26447,0.000709809,0.000709809,0.000709809
60,1581.61,1.35713,0.89871,1.16629,0.77909,0.74315,0.8004,0.43869,1.51785,0.97774,1.28495,0.000693305,0.000693305,0.000693305
61,1605.64,1.39956,0.92947,1.1899,0.7781,0.74524,0.80093,0.43875,1.5008,0.97559,1.28222,0.000676802,0.000676802,0.000676802
62,1631.56,1.37122,0.90782,1.17067,0.76449,0.74415,0.796,0.44147,1.48496,0.99565,1.25977,0.000660299,0.000660299,0.000660299
63,1656.94,1.37996,0.90728,1.17918,0.77169,0.74314,0.79936,0.43548,1.49677,0.98626,1.26384,0.000643795,0.000643795,0.000643795
64,1681.71,1.34958,0.89372,1.15503,0.75781,0.75931,0.80545,0.43545,1.50509,0.97166,1.27218,0.000627292,0.000627292,0.000627292
65,1709.6,1.34193,0.89478,1.16434,0.76741,0.74376,0.80041,0.43342,1.52293,0.97561,1.28892,0.000610789,0.000610789,0.000610789
66,1733.35,1.36024,0.89582,1.16555,0.75306,0.75714,0.79615,0.43057,1.51985,0.9774,1.288,0.000594286,0.000594286,0.000594286
67,1759.75,1.33006,0.88101,1.15459,0.77443,0.76659,0.81011,0.44112,1.50177,0.95779,1.28327,0.000577782,0.000577782,0.000577782
68,1786.06,1.33693,0.87689,1.15881,0.77811,0.74923,0.80112,0.44267,1.5097,0.95919,1.29736,0.000561279,0.000561279,0.000561279
69,1810.08,1.32884,0.86349,1.15417,0.78144,0.74905,0.80691,0.43801,1.51677,0.95845,1.28448,0.000544776,0.000544776,0.000544776
70,1838.12,1.34167,0.87048,1.15984,0.78532,0.74069,0.8018,0.43659,1.50313,0.97861,1.28219,0.000528272,0.000528272,0.000528272
71,1862.66,1.319,0.87047,1.14434,0.80148,0.73236,0.80927,0.44204,1.49778,0.93345,1.27724,0.000511769,0.000511769,0.000511769
72,1888.62,1.30713,0.83269,1.13892,0.79025,0.73809,0.80967,0.44587,1.51166,0.9457,1.27274,0.000495266,0.000495266,0.000495266
73,1915.33,1.31078,0.82343,1.14276,0.79856,0.74083,0.80106,0.4326,1.54495,0.94183,1.31041,0.000478762,0.000478762,0.000478762
74,1940.25,1.30562,0.85218,1.14599,0.7768,0.74916,0.80383,0.44409,1.49039,0.93282,1.27431,0.000462259,0.000462259,0.000462259
75,1967.21,1.2969,0.83051,1.13398,0.79925,0.74467,0.80727,0.4376,1.51621,0.93423,1.27155,0.000445756,0.000445756,0.000445756
76,1991.71,1.30998,0.83908,1.15078,0.79501,0.72894,0.81457,0.43968,1.51186,0.91296,1.28311,0.000429253,0.000429253,0.000429253
77,2015.98,1.29941,0.84237,1.13538,0.78743,0.7503,0.80729,0.44378,1.51137,0.92317,1.27708,0.000412749,0.000412749,0.000412749
78,2042.75,1.29895,0.82318,1.13229,0.76978,0.7484,0.80025,0.43588,1.50724,0.93292,1.27358,0.000396246,0.000396246,0.000396246
79,2066.52,1.29073,0.81562,1.13883,0.7996,0.74376,0.80957,0.4373,1.51558,0.9198,1.28539,0.000379743,0.000379743,0.000379743
80,2091.28,1.28613,0.80613,1.131,0.80934,0.74472,0.81399,0.44306,1.51618,0.91215,1.2699,0.000363239,0.000363239,0.000363239
81,2118.25,1.27998,0.80971,1.13053,0.80217,0.73555,0.81062,0.43674,1.50749,0.90803,1.27928,0.000346736,0.000346736,0.000346736
82,2142.25,1.27471,0.79805,1.12161,0.79642,0.75265,0.82538,0.45443,1.48648,0.89727,1.26692,0.000330233,0.000330233,0.000330233
83,2167.55,1.265,0.79173,1.12281,0.80054,0.75952,0.81975,0.44705,1.49738,0.90157,1.27576,0.000313729,0.000313729,0.000313729
84,2193.71,1.25994,0.80436,1.12571,0.80031,0.76463,0.81893,0.45135,1.48898,0.89542,1.27112,0.000297226,0.000297226,0.000297226
85,2217.52,1.27389,0.79831,1.12658,0.7808,0.75537,0.81299,0.44721,1.49547,0.90309,1.26797,0.000280723,0.000280723,0.000280723
86,2241.73,1.2494,0.78473,1.11238,0.78252,0.76187,0.81681,0.44454,1.51145,0.90635,1.26896,0.00026422,0.00026422,0.00026422
87,2268.77,1.23372,0.78796,1.10655,0.7954,0.75532,0.81491,0.45125,1.48903,0.90255,1.26488,0.000247716,0.000247716,0.000247716
88,2291.98,1.22946,0.78159,1.10605,0.79986,0.72848,0.80749,0.44803,1.49026,0.91388,1.26669,0.000231213,0.000231213,0.000231213
89,2316.66,1.21341,0.7532,1.09345,0.79003,0.76071,0.82001,0.45009,1.50069,0.9016,1.27082,0.00021471,0.00021471,0.00021471
90,2341.91,1.25071,0.77817,1.10737,0.81052,0.75226,0.81827,0.44961,1.50765,0.89972,1.28333,0.000198206,0.000198206,0.000198206
91,2366.97,1.23652,0.73892,1.10518,0.79435,0.74968,0.80959,0.44635,1.49364,0.91399,1.26662,0.000181703,0.000181703,0.000181703
92,2392.52,1.20091,0.70622,1.0854,0.79177,0.751,0.81115,0.4444,1.49693,0.90737,1.27725,0.0001652,0.0001652,0.0001652
93,2416.52,1.19579,0.69618,1.08444,0.80434,0.76089,0.82185,0.44509,1.50387,0.89237,1.27814,0.000148696,0.000148696,0.000148696
94,2439.43,1.18292,0.69489,1.07861,0.81634,0.75701,0.82206,0.45121,1.49058,0.89124,1.27483,0.000132193,0.000132193,0.000132193
95,2463.78,1.19459,0.69746,1.08284,0.80715,0.75692,0.82078,0.44947,1.4951,0.89155,1.27571,0.00011569,0.00011569,0.00011569
96,2490.11,1.16162,0.67318,1.06248,0.81726,0.74881,0.82309,0.45331,1.49632,0.89223,1.27421,9.92E-05,9.92E-05,9.92E-05
97,2513.02,1.19035,0.67402,1.08646,0.81839,0.75304,0.8178,0.45179,1.49536,0.89237,1.26793,8.27E-05,8.27E-05,8.27E-05
98,2536.6,1.15692,0.6599,1.06309,0.8106,0.75764,0.81844,0.44929,1.49827,0.88915,1.27258,6.62E-05,6.62E-05,6.62E-05
99,2562.09,1.17613,0.67246,1.0734,0.80881,0.76081,0.81763,0.45162,1.49223,0.88323,1.27229,4.97E-05,4.97E-05,4.97E-05
100,2585.6,1.16753,0.668,1.07265,0.82614,0.74912,0.82166,0.45124,1.49291,0.88098,1.27459,3.32E-05,3.32E-05,3.32E-05
