epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,911.343,2.19882,2.21724,2.0251,0.4127,0.41269,0.39213,0.15841,1.90616,2.0078,1.86567,0.00110589,0.00110589,0.00110589
19,961.437,2.1835,2.1432,1.99058,0.505,0.43644,0.44176,0.17115,1.90231,2.23021,1.81826,0.00107288,0.00107288,0.00107288
20,1012.07,2.14953,2.14526,1.98209,0.42006,0.4215,0.39187,0.185,1.86598,2.32588,1.82203,0.00103987,0.00103987,0.00103987
21,1061.86,2.14472,2.07976,1.94295,0.48787,0.46304,0.449,0.21268,1.88996,2.04341,1.80923,0.00100687,0.00100687,0.00100687
22,1112.25,2.15484,2.06688,1.9537,0.45448,0.42825,0.40422,0.19972,1.84868,1.92917,1.78475,0.000973861,0.000973861,0.000973861
23,1162.62,2.13116,2.06872,1.9502,0.47885,0.46286,0.44563,0.21418,1.84664,2.1198,1.80565,0.000940855,0.000940855,0.000940855
24,1213.75,2.09747,2.0359,1.93773,0.47315,0.48459,0.44028,0.19329,1.78591,1.93736,1.73278,0.000907848,0.000907848,0.000907848
25,1264.44,2.06098,2.00281,1.90126,0.4619,0.46873,0.44753,0.18739,1.8339,2.31745,1.76541,0.000874842,0.000874842,0.000874842
26,1314.4,2.09308,1.95381,1.89847,0.55764,0.48852,0.52093,0.21517,1.8138,1.80505,1.75085,0.000841835,0.000841835,0.000841835
27,1363.35,2.0814,1.97862,1.90294,0.51025,0.47939,0.46165,0.19804,1.77674,1.91836,1.72666,0.000808828,0.000808828,0.000808828
28,1416.63,2.03606,1.94055,1.85058,0.52518,0.46583,0.4876,0.21933,1.75333,1.82516,1.68481,0.000775822,0.000775822,0.000775822
29,1465.29,2.01559,1.88557,1.84576,0.56272,0.49574,0.49765,0.20985,1.78348,1.72155,1.7086,0.000742815,0.000742815,0.000742815
30,1514.71,2.01483,1.86687,1.86301,0.51158,0.49867,0.47797,0.20518,1.75538,1.68154,1.69635,0.000709809,0.000709809,0.000709809
31,1565.07,2.03803,1.86013,1.84585,0.5908,0.5286,0.55906,0.25171,1.74742,1.75956,1.70544,0.000676802,0.000676802,0.000676802
32,1615.56,2.0055,1.86552,1.84647,0.56418,0.53369,0.51033,0.22542,1.69334,2.52532,1.6729,0.000643795,0.000643795,0.000643795
33,1664.38,2.00667,1.84032,1.83801,0.57555,0.52625,0.52655,0.23798,1.69429,2.58213,1.67586,0.000610789,0.000610789,0.000610789
34,1714.03,1.97461,1.79448,1.81302,0.55325,0.54423,0.51319,0.23055,1.67324,2.37848,1.63239,0.000577782,0.000577782,0.000577782
35,1764.16,1.98744,1.79283,1.81251,0.573,0.55054,0.5413,0.24403,1.6825,1.76229,1.63922,0.000544776,0.000544776,0.000544776
36,1814,1.93512,1.74601,1.78232,0.59985,0.52862,0.55719,0.24932,1.70083,1.92131,1.66218,0.000511769,0.000511769,0.000511769
37,1863.06,1.96252,1.71825,1.7927,0.60804,0.5524,0.56241,0.2541,1.69637,1.80716,1.64555,0.000478762,0.000478762,0.000478762
38,1911.83,1.98912,1.76228,1.82696,0.602,0.54989,0.55926,0.2513,1.69596,1.75571,1.64019,0.000445756,0.000445756,0.000445756
39,1961.53,1.96143,1.74634,1.80482,0.61327,0.56316,0.58396,0.27134,1.66514,1.62874,1.63013,0.000412749,0.000412749,0.000412749
40,2012.06,1.90457,1.71139,1.78474,0.58268,0.55108,0.56367,0.25846,1.66472,1.69637,1.62173,0.000379743,0.000379743,0.000379743
41,2062.5,1.83835,1.64774,1.73479,0.57441,0.55725,0.54861,0.2532,1.65834,1.5864,1.62645,0.000346736,0.000346736,0.000346736
42,2111.45,1.81756,1.5908,1.72026,0.63914,0.57558,0.60092,0.28645,1.63635,1.41964,1.59837,0.000313729,0.000313729,0.000313729
43,2159.9,1.83994,1.56149,1.72726,0.61251,0.58291,0.59748,0.28158,1.61832,1.45306,1.59,0.000280723,0.000280723,0.000280723
44,2209.46,1.83696,1.56032,1.73331,0.65314,0.57312,0.60379,0.28386,1.62892,1.42154,1.60218,0.000247716,0.000247716,0.000247716
45,2258.96,1.82043,1.52897,1.72039,0.66004,0.56966,0.59463,0.27803,1.63191,1.43738,1.59957,0.00021471,0.00021471,0.00021471
46,2307.37,1.82618,1.54091,1.71723,0.64147,0.58031,0.59237,0.27945,1.63579,1.52105,1.60756,0.000181703,0.000181703,0.000181703
47,2355.92,1.79092,1.51204,1.68437,0.63067,0.59347,0.59305,0.28165,1.60119,1.46686,1.5816,0.000148696,0.000148696,0.000148696
48,2405.45,1.79718,1.51135,1.67792,0.65101,0.59123,0.60645,0.28797,1.62336,1.44249,1.60921,0.00011569,0.00011569,0.00011569
49,2454.75,1.8031,1.50765,1.70429,0.62423,0.58333,0.59158,0.27901,1.60915,1.42814,1.59567,8.27E-05,8.27E-05,8.27E-05
50,2501.9,1.78473,1.50338,1.66612,0.65633,0.58449,0.61774,0.29337,1.60413,1.40219,1.59107,4.97E-05,4.97E-05,4.97E-05
51,55.5574,1.93905,1.69302,1.77715,0.5951,0.57168,0.64595,0.28596,1.68886,2.04586,1.63115,0.000554238,0.000554238,0.000554238
52,107.941,1.97214,1.79435,1.79493,0.52979,0.57214,0.63292,0.28698,1.68823,2.93807,1.65117,0.00108793,0.00108793,0.00108793
53,159.506,1.98603,1.83717,1.82339,0.56173,0.51075,0.619,0.26037,1.7615,3.22173,1.70087,0.00159961,0.00159961,0.00159961
54,209,2.06278,1.90628,1.84876,0.53506,0.47289,0.58492,0.25235,1.81733,1.99606,1.74046,0.00156798,0.00156798,0.00156798
55,257.423,2.05747,1.86524,1.83274,0.62855,0.50603,0.65796,0.28957,1.73827,1.62827,1.6795,0.00153497,0.00153497,0.00153497
56,308.094,2.0046,1.84073,1.84747,0.57094,0.48403,0.63915,0.28279,1.75192,1.66572,1.6887,0.00150197,0.00150197,0.00150197
57,359.548,2.01671,1.87878,1.82326,0.51341,0.54255,0.59593,0.26822,1.71907,2.7315,1.64519,0.00146896,0.00146896,0.00146896
58,410.043,1.99163,1.79483,1.81156,0.53675,0.53613,0.62273,0.27581,1.7229,2.39478,1.67356,0.00143595,0.00143595,0.00143595
59,457.938,1.96349,1.8114,1.80432,0.57373,0.52977,0.64917,0.29634,1.69267,1.67867,1.64218,0.00140295,0.00140295,0.00140295
60,509.097,2.01346,1.83185,1.80341,0.60952,0.51873,0.66745,0.29557,1.7313,1.70753,1.66758,0.00136994,0.00136994,0.00136994
61,561.187,2.00889,1.7841,1.80207,0.59963,0.56323,0.62022,0.30989,1.72825,1.61956,1.62735,0.00133693,0.00133693,0.00133693
62,611.879,1.95896,1.85289,1.77261,0.62619,0.57192,0.5581,0.29663,1.64458,1.7285,1.59962,0.00130393,0.00130393,0.00130393
63,661.28,1.94418,1.74373,1.76498,0.58402,0.54283,0.59458,0.25086,1.70186,1.68693,1.61982,0.00127092,0.00127092,0.00127092
64,711.954,1.91314,1.6642,1.74382,0.60523,0.58423,0.62842,0.28526,1.64088,1.78277,1.58354,0.00123791,0.00123791,0.00123791
65,763.346,1.91494,1.73285,1.75773,0.58984,0.51818,0.64004,0.27291,1.68277,1.60593,1.64708,0.00120491,0.00120491,0.00120491
66,814.487,1.90336,1.75409,1.74642,0.61311,0.54593,0.65255,0.2893,1.67887,1.53284,1.61289,0.0011719,0.0011719,0.0011719
67,864.446,1.93276,1.69279,1.7623,0.58994,0.51705,0.6361,0.2716,1.63829,2.20423,1.58206,0.00113889,0.00113889,0.00113889
68,914.308,1.88223,1.69164,1.71889,0.52806,0.53095,0.62088,0.26612,1.61925,2.28877,1.57357,0.00110589,0.00110589,0.00110589
69,965.21,1.89904,1.66332,1.71564,0.63125,0.56394,0.60294,0.29483,1.63432,1.51077,1.5621,0.00107288,0.00107288,0.00107288
70,1016.19,1.89786,1.65129,1.7342,0.61236,0.6007,0.60995,0.27581,1.64499,2.03407,1.59077,0.00103987,0.00103987,0.00103987
71,1066.73,1.87334,1.64853,1.6947,0.66123,0.57543,0.61722,0.29756,1.61457,1.71259,1.55477,0.00100687,0.00100687,0.00100687
72,1115.53,1.8735,1.63165,1.70672,0.59331,0.60209,0.58499,0.26895,1.60343,1.66105,1.53825,0.000973861,0.000973861,0.000973861
73,1166.74,1.85591,1.62526,1.70008,0.62466,0.60289,0.62155,0.29139,1.57511,1.73308,1.54177,0.000940855,0.000940855,0.000940855
74,1218.37,1.85217,1.65114,1.71102,0.62646,0.60605,0.61416,0.29314,1.59176,1.4494,1.53233,0.000907848,0.000907848,0.000907848
75,1268.6,1.81899,1.58173,1.68005,0.58977,0.53647,0.56069,0.24235,1.63734,2.05539,1.54377,0.000874842,0.000874842,0.000874842
76,1318.16,1.84253,1.57419,1.67547,0.66752,0.57904,0.66185,0.30021,1.58651,1.42339,1.53978,0.000841835,0.000841835,0.000841835
77,1369.19,1.86524,1.61773,1.68776,0.6415,0.57316,0.62982,0.28929,1.59978,1.5606,1.54344,0.000808828,0.000808828,0.000808828
78,1421.79,1.84213,1.57459,1.66458,0.6137,0.59024,0.58931,0.27132,1.61182,1.60703,1.54482,0.000775822,0.000775822,0.000775822
79,1471.87,1.80106,1.5407,1.65386,0.61092,0.61122,0.6169,0.2785,1.57794,1.50112,1.52941,0.000742815,0.000742815,0.000742815
80,1521.88,1.81185,1.5311,1.68514,0.57189,0.58192,0.56257,0.24939,1.56966,1.64057,1.51611,0.000709809,0.000709809,0.000709809
81,1572.47,1.81995,1.53965,1.66336,0.62727,0.5842,0.64161,0.30769,1.55908,1.41851,1.51177,0.000676802,0.000676802,0.000676802
82,1623.47,1.80528,1.51808,1.65958,0.59585,0.60618,0.59337,0.26942,1.53535,1.6943,1.49586,0.000643795,0.000643795,0.000643795
83,1674.24,1.79168,1.49561,1.64623,0.63226,0.61747,0.62264,0.28629,1.52969,1.51189,1.49647,0.000610789,0.000610789,0.000610789
84,1724.06,1.76802,1.48056,1.63093,0.61023,0.58911,0.57195,0.26351,1.5258,1.75415,1.48671,0.000577782,0.000577782,0.000577782
85,1775.66,1.79358,1.52213,1.65119,0.62586,0.60452,0.60162,0.27174,1.55499,1.52813,1.50824,0.000544776,0.000544776,0.000544776
86,1827.05,1.7621,1.46058,1.61843,0.64703,0.61306,0.63495,0.29672,1.53623,1.46479,1.48352,0.000511769,0.000511769,0.000511769
87,1877.67,1.76543,1.44169,1.62294,0.63177,0.62193,0.60674,0.28712,1.5261,1.55803,1.48146,0.000478762,0.000478762,0.000478762
88,1927.26,1.77603,1.46627,1.64281,0.65186,0.62737,0.63851,0.28654,1.52704,1.54119,1.47263,0.000445756,0.000445756,0.000445756
89,1978.02,1.7708,1.47689,1.63639,0.63517,0.65184,0.62344,0.29831,1.51905,1.51217,1.4831,0.000412749,0.000412749,0.000412749
90,2029.72,1.72615,1.4294,1.62893,0.61329,0.6033,0.59616,0.26225,1.51531,1.80922,1.47231,0.000379743,0.000379743,0.000379743
91,2081.1,1.67247,1.36112,1.58755,0.63425,0.62523,0.61796,0.298,1.5213,1.38479,1.47804,0.000346736,0.000346736,0.000346736
92,2129.44,1.65099,1.32165,1.56624,0.65269,0.62999,0.62072,0.30418,1.50499,1.42604,1.4599,0.000313729,0.000313729,0.000313729
93,2178.65,1.66103,1.27606,1.56503,0.63505,0.64975,0.62447,0.30172,1.48736,1.44636,1.45206,0.000280723,0.000280723,0.000280723
94,2228.62,1.65995,1.28989,1.58036,0.64553,0.64027,0.63981,0.31309,1.49348,1.39545,1.45536,0.000247716,0.000247716,0.000247716
95,2277.99,1.6498,1.29045,1.57072,0.69074,0.60621,0.638,0.30828,1.4956,1.35114,1.44809,0.00021471,0.00021471,0.00021471
96,2325.19,1.65879,1.29209,1.57171,0.64045,0.63447,0.61994,0.30179,1.52542,1.7065,1.4808,0.000181703,0.000181703,0.000181703
97,2375.3,1.65347,1.27078,1.5478,0.64779,0.61928,0.62468,0.30804,1.49971,1.47053,1.45442,0.000148696,0.000148696,0.000148696
98,2424.76,1.6364,1.28273,1.52902,0.61695,0.64148,0.60562,0.28835,1.50621,1.85778,1.46097,0.00011569,0.00011569,0.00011569
99,2473.41,1.63341,1.26647,1.55483,0.66613,0.62086,0.62792,0.30455,1.49741,1.45583,1.45293,8.27E-05,8.27E-05,8.27E-05
100,2522.75,1.62871,1.25163,1.53698,0.67515,0.63919,0.64211,0.31602,1.48572,1.40837,1.44925,4.97E-05,4.97E-05,4.97E-05
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,0.03,,,,,
